Id	Name	Type	Aliases
25909	AHCTF1	GENE	
3881	KRT31	GENE	hsa:3881,keratin 31,ENSG00000094796,ENSG00000262993
3882	KRT32	GENE	hsa:3882,keratin 32,ENSG00000108759
2551	GABPA	GENE	
2550	GABBR1	GENE	hsa:2550,gamma-aminobutyric acid type B receptor subunit 1,ENSG00000204681,ENSG00000232569,ENSG00000237051,ENSG00000232632,ENSG00000206511,ENSG00000237112,ENSG00000206466
107181291	PYDC5	GENE	hsa:107181291,pyrin domain containing 5
2548	GAA	GENE	hsa:2548,alpha glucosidase,ENSG00000171298
2547	XRCC6	GENE	
1215	CMA1	GENE	hsa:1215,chymase 1,ENSG00000092009
1213	CLTC	GENE	hsa:1213,clathrin heavy chain,ENSG00000141367
1212	CLTB	GENE	hsa:1212,clathrin light chain B,ENSG00000175416
2542	SLC37A4	GENE	
1211	CLTA	GENE	hsa:1211,clathrin light chain A,ENSG00000122705
3872	KRT17	GENE	hsa:3872,keratin 17,ENSG00000128422
3875	KRT18	GENE	hsa:3875,keratin 18,ENSG00000111057
2549	GAB1	GENE	hsa:2549,GRB2 associated binding protein 1,ENSG00000109458
25913	POT1	GENE	
25915	NDUFAF3	GENE	
3890	KRT84	GENE	
3891	KRT85	GENE	
hsa-miR-301b-5p	hsa-miR-301b-5p	MIRNA	
3892	KRT86	GENE	
2562	GABRB3	GENE	hsa:2562,gamma-aminobutyric acid type A receptor subunit beta3,ENSG00000166206
2561	GABRB2	GENE	hsa:2561,gamma-aminobutyric acid type A receptor subunit beta2,ENSG00000145864
1230	CCR1	GENE	hsa:1230,C-C motif chemokine receptor 1,ENSG00000163823
2560	GABRB1	GENE	hsa:2560,gamma-aminobutyric acid type A receptor subunit beta1,ENSG00000163288
2559	GABRA6	GENE	hsa:2559,gamma-aminobutyric acid type A receptor subunit alpha6,ENSG00000145863
hsa-miR-378a-3p	hsa-miR-378a-3p	MIRNA	
2558	GABRA5	GENE	hsa:2558,gamma-aminobutyric acid type A receptor subunit alpha5,ENSG00000186297
2557	GABRA4	GENE	hsa:2557,gamma-aminobutyric acid type A receptor subunit alpha4,ENSG00000109158
2556	GABRA3	GENE	hsa:2556,gamma-aminobutyric acid type A receptor subunit alpha3,ENSG00000011677
hsa-miR-302d-3p	hsa-miR-302d-3p	MIRNA	
2555	GABRA2	GENE	hsa:2555,gamma-aminobutyric acid type A receptor subunit alpha2,ENSG00000151834
2554	GABRA1	GENE	hsa:2554,gamma-aminobutyric acid type A receptor subunit alpha1,ENSG00000022355
2553	GABPB1	GENE	
3883	KRT33A	GENE	hsa:3883,keratin 33A,ENSG00000006059,ENSG00000261986
3884	KRT33B	GENE	hsa:3884,keratin 33B,ENSG00000131738,ENSG00000263012
3885	KRT34	GENE	hsa:3885,keratin 34,ENSG00000131737,ENSG00000262045
3886	KRT35	GENE	hsa:3886,keratin 35,ENSG00000197079
3887	KRT81	GENE	
3888	KRT82	GENE	
3889	KRT83	GENE	
285335	SLC9C1	GENE	
1241	LTB4R	GENE	hsa:1241,leukotriene B4 receptor,ENSG00000213903,ENSG00000285456
2572	GAD2	GENE	hsa:2572,glutamate decarboxylase 2,ENSG00000136750
2571	GAD1	GENE	hsa:2571,glutamate decarboxylase 1,ENSG00000128683
1240	CMKLR1	GENE	
2570	GABRR2	GENE	hsa:2570,gamma-aminobutyric acid type A receptor subunit rho2,ENSG00000111886
2569	GABRR1	GENE	hsa:2569,gamma-aminobutyric acid type A receptor subunit rho1,ENSG00000146276
1238	ACKR2	GENE	
2568	GABRP	GENE	hsa:2568,gamma-aminobutyric acid type A receptor subunit pi,ENSG00000094755
1237	CCR8	GENE	hsa:1237,C-C motif chemokine receptor 8,ENSG00000179934
2567	GABRG3	GENE	hsa:2567,gamma-aminobutyric acid type A receptor subunit gamma3,ENSG00000182256
1236	CCR7	GENE	hsa:1236,C-C motif chemokine receptor 7,ENSG00000126353
2566	GABRG2	GENE	hsa:2566,gamma-aminobutyric acid type A receptor subunit gamma2,ENSG00000113327
1235	CCR6	GENE	hsa:1235,C-C motif chemokine receptor 6,ENSG00000112486
2565	GABRG1	GENE	hsa:2565,gamma-aminobutyric acid type A receptor subunit gamma1,ENSG00000163285
1234	CCR5	GENE	hsa:1234,C-C motif chemokine receptor 5,ENSG00000160791
2564	GABRE	GENE	hsa:2564,gamma-aminobutyric acid type A receptor subunit epsilon,ENSG00000102287
1233	CCR4	GENE	hsa:1233,C-C motif chemokine receptor 4,ENSG00000183813
2563	GABRD	GENE	hsa:2563,gamma-aminobutyric acid type A receptor subunit delta,ENSG00000187730
1232	CCR3	GENE	hsa:1232,C-C motif chemokine receptor 3,ENSG00000183625
3895	KTN1	GENE	
100129842	ZNF737	GENE	hsa:100129842,zinc finger protein 737,ENSG00000237440
3897	L1CAM	GENE	hsa:3897,L1 cell adhesion molecule,ENSG00000198910
hsa-miR-301b-3p	hsa-miR-301b-3p	MIRNA	
2584	GALK1	GENE	hsa:2584,galactokinase 1,ENSG00000108479
2583	B4GALNT1	GENE	hsa:2583,beta-1,4-N-acetyl-galactosaminyltransferase 1,ENSG00000135454
285349	ZNF660	GENE	
2582	GALE	GENE	hsa:2582,UDP-galactose-4-epimerase,ENSG00000117308
2581	GALC	GENE	hsa:2581,galactosylceramidase,ENSG00000054983
2580	GAK	GENE	
hsa-miR-378a-5p	hsa-miR-378a-5p	MIRNA	
1244	ABCC2	GENE	hsa:1244,ATP binding cassette subfamily C member 2,ENSG00000023839
223082	ZNRF2	GENE	
2595	GANC	GENE	hsa:2595,glucosidase alpha, neutral C,ENSG00000214013
1263	PLK3	GENE	hsa:1263,polo like kinase 3,ENSG00000173846
1262	CNGA4	GENE	hsa:1262,cyclic nucleotide gated channel subunit alpha 4,ENSG00000132259
2593	GAMT	GENE	hsa:2593,guanidinoacetate N-methyltransferase,ENSG00000130005
2592	GALT	GENE	hsa:2592,galactose-1-phosphate uridylyltransferase,ENSG00000213930
1261	CNGA3	GENE	hsa:1261,cyclic nucleotide gated channel subunit alpha 3,ENSG00000144191
2591	GALNT3	GENE	hsa:2591,polypeptide N-acetylgalactosaminyltransferase 3,ENSG00000115339
1260	CNGA2	GENE	hsa:1260,cyclic nucleotide gated channel subunit alpha 2,ENSG00000183862
2590	GALNT2	GENE	hsa:2590,polypeptide N-acetylgalactosaminyltransferase 2,ENSG00000143641
1259	CNGA1	GENE	hsa:1259,cyclic nucleotide gated channel subunit alpha 1,ENSG00000198515
2589	GALNT1	GENE	hsa:2589,polypeptide N-acetylgalactosaminyltransferase 1,ENSG00000141429
1258	CNGB1	GENE	hsa:1258,cyclic nucleotide gated channel subunit beta 1,ENSG00000070729
2588	GALNS	GENE	hsa:2588,galactosamine (N-acetyl)-6-sulfatase,ENSG00000141012
2587	GALR1	GENE	hsa:2587,galanin receptor 1,ENSG00000166573
2585	GALK2	GENE	hsa:2585,galactokinase 2,ENSG00000156958
1272	CNTN1	GENE	hsa:1272,contactin 1,ENSG00000018236
1271	CNTFR	GENE	hsa:1271,ciliary neurotrophic factor receptor,ENSG00000122756
1270	CNTF	GENE	hsa:1270,ciliary neurotrophic factor,ENSG00000242689
1269	CNR2	GENE	hsa:1269,cannabinoid receptor 2,ENSG00000188822
1268	CNR1	GENE	hsa:1268,cannabinoid receptor 1,ENSG00000118432
2597	GAPDH	GENE	hsa:2597,glyceraldehyde-3-phosphate dehydrogenase,ENSG00000111640
2596	GAP43	GENE	
1265	CNN2	GENE	
284004	HEXD	GENE	hsa:284004,hexosaminidase D,ENSG00000169660
127608	OR2AJ1	GENE	hsa:127608,olfactory receptor family 2 subfamily AJ member 1,ENSG00000177275
1286	COL4A4	GENE	hsa:1286,collagen type IV alpha 4 chain,ENSG00000081052
1285	COL4A3	GENE	hsa:1285,collagen type IV alpha 3 chain,ENSG00000169031
1284	COL4A2	GENE	hsa:1284,collagen type IV alpha 2 chain,ENSG00000134871
1282	COL4A1	GENE	hsa:1282,collagen type IV alpha 1 chain,ENSG00000187498
1281	COL3A1	GENE	hsa:1281,collagen type III alpha 1 chain,ENSG00000168542
1280	COL2A1	GENE	hsa:1280,collagen type II alpha 1 chain,ENSG00000139219
440077	ZNF705A	GENE	hsa:440077,zinc finger protein 705A,ENSG00000196946
1278	COL1A2	GENE	hsa:1278,collagen type I alpha 2 chain,ENSG00000164692
1277	COL1A1	GENE	hsa:1277,collagen type I alpha 1 chain,ENSG00000108821
50937	CDON	GENE	hsa:50937,cell adhesion associated, oncogene regulated,ENSG00000064309
1297	COL9A1	GENE	hsa:1297,collagen type IX alpha 1 chain,ENSG00000112280
116931	MED12L	GENE	hsa:116931,mediator complex subunit 12L,ENSG00000144893
1296	COL8A2	GENE	
1295	COL8A1	GENE	
1294	COL7A1	GENE	
1293	COL6A3	GENE	hsa:1293,collagen type VI alpha 3 chain,ENSG00000163359
1292	COL6A2	GENE	hsa:1292,collagen type VI alpha 2 chain,ENSG00000142173
1291	COL6A1	GENE	hsa:1291,collagen type VI alpha 1 chain,ENSG00000142156
1290	COL5A2	GENE	
hsa-miR-302d-5p	hsa-miR-302d-5p	MIRNA	
1289	COL5A1	GENE	
1288	COL4A6	GENE	hsa:1288,collagen type IV alpha 6 chain,ENSG00000197565
1287	COL4A5	GENE	hsa:1287,collagen type IV alpha 5 chain,ENSG00000188153
50940	PDE11A	GENE	hsa:50940,phosphodiesterase 11A,ENSG00000128655
50943	FOXP3	GENE	hsa:50943,forkhead box P3,ENSG00000049768
50944	SHANK1	GENE	hsa:50944,SH3 and multiple ankyrin repeat domains 1,ENSG00000161681
11340	EXOSC8	GENE	
23321	TRIM2	GENE	
115677	NOSTRIN	GENE	
23322	RPGRIP1L	GENE	
25984	KRT23	GENE	hsa:25984,keratin 23,ENSG00000108244,ENSG00000263309
23324	MAN2B2	GENE	
23326	USP22	GENE	
25989	ULK3	GENE	
23327	NEDD4L	GENE	hsa:23327,NEDD4 like E3 ubiquitin protein ligase,ENSG00000049759
10019	SH2B3	GENE	hsa:10019,SH2B adaptor protein 3,ENSG00000111252
10018	BCL2L11	GENE	hsa:10018,BCL2 like 11,ENSG00000153094
126328	NDUFA11	GENE	hsa:126328,NADH:ubiquinone oxidoreductase subunit A11,ENSG00000174886
1299	COL9A3	GENE	hsa:1299,collagen type IX alpha 3 chain,ENSG00000092758
1298	COL9A2	GENE	hsa:1298,collagen type IX alpha 2 chain,ENSG00000049089
10010	TANK	GENE	hsa:10010,TRAF family member associated NFKB activator,ENSG00000136560
10013	HDAC6	GENE	hsa:10013,histone deacetylase 6,ENSG00000094631
11344	TWF2	GENE	
84289	ING5	GENE	
284058	KANSL1	GENE	
11343	MGLL	GENE	hsa:11343,monoglyceride lipase,ENSG00000074416
10015	PDCD6IP	GENE	hsa:10015,programmed cell death 6 interacting protein,ENSG00000170248
11346	SYNPO	GENE	hsa:11346,synaptopodin,ENSG00000171992
84282	RNF135	GENE	
11345	GABARAPL2	GENE	hsa:11345,GABA type A receptor associated protein like 2,ENSG00000034713
10014	HDAC5	GENE	hsa:10014,histone deacetylase 5,ENSG00000108840
84284	NTPCR	GENE	hsa:84284,nucleoside-triphosphatase, cancer-related,ENSG00000135778
10020	GNE	GENE	hsa:10020,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,ENSG00000159921
25994	HIGD1A	GENE	
23332	CLASP1	GENE	
23334	SZT2	GENE	
23338	JADE2	GENE	
25999	CLIP3	GENE	
10022	INSL5	GENE	hsa:10022,insulin like 5,ENSG00000172410
84276	NICN1	GENE	
10021	HCN4	GENE	hsa:10021,hyperpolarization activated cyclic nucleotide gated potassium channel 4,ENSG00000138622
10023	FRAT1	GENE	hsa:10023,FRAT regulator of WNT signaling pathway 1,ENSG00000165879
10026	PIGK	GENE	hsa:10026,phosphatidylinositol glycan anchor biosynthesis class K,ENSG00000142892
84271	POLDIP3	GENE	
10025	MED16	GENE	hsa:10025,mediator complex subunit 16,ENSG00000175221,ENSG00000282092
84274	COQ5	GENE	hsa:84274,coenzyme Q5, methyltransferase,ENSG00000110871
23308	ICOSLG	GENE	hsa:23308,inducible T cell costimulator ligand,ENSG00000160223
23309	SIN3B	GENE	
116986	AGAP2	GENE	hsa:116986,ArfGAP with GTPase domain, ankyrin repeat and PH domain 2,ENSG00000135439
25961	NUDT13	GENE	
116985	ARAP1	GENE	
25963	TMEM87A	GENE	
23303	KIF13B	GENE	
23304	UBR2	GENE	
23305	ACSL6	GENE	hsa:23305,acyl-CoA synthetase long chain family member 6,ENSG00000164398
11328	FKBP9	GENE	
hsa-let-7g-3p	hsa-let-7g-3p	MIRNA	
11329	STK38	GENE	
151306	GPBAR1	GENE	
11320	MGAT4A	GENE	hsa:11320,alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A,ENSG00000071073
11326	VSIG4	GENE	hsa:11326,V-set and immunoglobulin domain containing 4,ENSG00000155659
11325	DDX42	GENE	
84290	CAPNS2	GENE	
23318	TUT4	GENE	
25979	DHRS7B	GENE	
84292	WDR83	GENE	
23310	NCAPD3	GENE	
25974	MMACHC	GENE	hsa:25974,metabolism of cobalamin associated C,ENSG00000132763
25973	PARS2	GENE	hsa:25973,prolyl-tRNA synthetase 2, mitochondrial,ENSG00000162396
23314	SATB2	GENE	
25978	CHMP2B	GENE	hsa:25978,charged multivesicular body protein 2B,ENSG00000083937
23315	SLC9A8	GENE	
25977	NECAP1	GENE	
10008	KCNE3	GENE	
11339	OIP5	GENE	
10007	GNPDA1	GENE	hsa:10007,glucosamine-6-phosphate deaminase 1,ENSG00000113552
11338	U2AF2	GENE	
115650	TNFRSF13C	GENE	hsa:115650,TNF receptor superfamily member 13C,ENSG00000159958
116984	ARAP2	GENE	
127623	OR2B11	GENE	hsa:127623,olfactory receptor family 2 subfamily B member 11,ENSG00000177535
25970	SH2B1	GENE	hsa:25970,SH2B adaptor protein 1,ENSG00000178188
115653	KIR3DL3	GENE	hsa:115653,killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3,ENSG00000242019,ENSG00000277620,ENSG00000276433,ENSG00000274696,ENSG00000276930,ENSG00000275172,ENSG00000274639,ENSG00000274724,ENSG00000278490,ENSG00000273502,ENSG00000275433,ENSG00000276806,ENSG00000274480,ENSG00000274556,ENSG00000277552,ENSG00000274786,ENSG00000277392,ENSG00000277596,ENSG00000277028,ENSG00000275062,ENSG00000275513,ENSG00000276328,ENSG00000276084,ENSG00000274763,ENSG00000274254,ENSG00000276086,ENSG00000276572,ENSG00000274394,ENSG00000274511,ENSG00000276875,ENSG00000278729,ENSG00000276196,ENSG00000278723,ENSG00000283823,ENSG00000284104,ENSG00000284086,ENSG00000283875,ENSG00000283915,ENSG00000283966,ENSG00000284127,ENSG00000284480,ENSG00000284371
10000	AKT3	GENE	hsa:10000,AKT serine/threonine kinase 3,ENSG00000117020,ENSG00000275199
11331	PHB2	GENE	
10002	NR2E3	GENE	
11332	ACOT7	GENE	hsa:11332,acyl-CoA thioesterase 7,ENSG00000097021
10001	MED6	GENE	
11335	CBX3	GENE	hsa:11335,chromobox 3,ENSG00000122565
10003	NAALAD2	GENE	
84296	GINS4	GENE	
11337	GABARAP	GENE	hsa:11337,GABA type A receptor-associated protein,ENSG00000170296
10006	ABI1	GENE	hsa:10006,abl interactor 1,ENSG00000136754
11336	EXOC3	GENE	
10005	ACOT8	GENE	hsa:10005,acyl-CoA thioesterase 8,ENSG00000101473
126370	OR1I1	GENE	hsa:126370,olfactory receptor family 1 subfamily I member 1,ENSG00000094661
25946	ZNF385A	GENE	
25949	SYF2	GENE	
441308	OR4F21	GENE	hsa:441308,olfactory receptor family 4 subfamily F member 21,ENSG00000176269
25941	TPGS2	GENE	
126375	ZNF792	GENE	hsa:126375,zinc finger protein 792,ENSG00000180884
126374	WTIP	GENE	hsa:126374,WT1 interacting protein,ENSG00000142279
25942	SIN3A	GENE	hsa:25942,SIN3 transcription regulator family member A,ENSG00000169375
25945	NECTIN3	GENE	hsa:25945,nectin cell adhesion molecule 3,ENSG00000177707
11309	SLCO2B1	GENE	
284098	PIGW	GENE	hsa:284098,phosphatidylinositol glycan anchor biosynthesis class W,ENSG00000277161,ENSG00000275600
285362	SUMF1	GENE	
140609	NEK7	GENE	hsa:140609,NIMA related kinase 7,ENSG00000151414
25950	RWDD3	GENE	
25956	SEC31B	GENE	hsa:25956,SEC31 homolog B, COPII coat complex component,ENSG00000075826
hsa-miR-4485-5p	hsa-miR-4485-5p	MIRNA	
11317	RBPJL	GENE	hsa:11317,recombination signal binding protein for immunoglobulin kappa J region like,ENSG00000124232
11316	COPE	GENE	
11311	VPS45	GENE	hsa:11311,vacuolar protein sorting 45 homolog,ENSG00000136631
11313	LYPLA2	GENE	hsa:11313,lysophospholipase 2,ENSG00000011009
11315	PARK7	GENE	hsa:11315,Parkinsonism associated deglycase,ENSG00000116288
11314	CD300A	GENE	
25925	ZNF521	GENE	
25924	MYRIP	GENE	
25926	NOL11	GENE	
25929	GEMIN5	GENE	
25920	NELFB	GENE	hsa:25920,negative elongation factor complex member B,ENSG00000188986
140612	ZFP28	GENE	hsa:140612,ZFP28 zinc finger protein,ENSG00000196867
285381	DPH3	GENE	
284076	TTLL6	GENE	
165918	RNF168	GENE	
25936	NSL1	GENE	
25937	WWTR1	GENE	hsa:25937,WW domain containing transcription regulator 1,ENSG00000018408
25939	SAMHD1	GENE	hsa:25939,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,ENSG00000101347
113026	PLCD3	GENE	hsa:113026,phospholipase C delta 3,ENSG00000161714
25930	PTPN23	GENE	
hsa-miR-4485-3p	hsa-miR-4485-3p	MIRNA	
140628	GATA5	GENE	
23287	AGTPBP1	GENE	
23288	IQCE	GENE	hsa:23288,IQ motif containing E,ENSG00000106012
hsa-miR-508-5p	hsa-miR-508-5p	MIRNA	
hsa-miR-3928-3p	hsa-miR-3928-3p	MIRNA	
23283	CSTF2T	GENE	hsa:23283,cleavage stimulation factor subunit 2 tau variant,ENSG00000177613
23286	WWC1	GENE	hsa:23286,WW and C2 domain containing 1,ENSG00000113645
151246	SGO2	GENE	
126282	TNFAIP8L1	GENE	
hsa-miR-449c-3p	hsa-miR-449c-3p	MIRNA	
163227	ZNF100	GENE	hsa:163227,zinc finger protein 100,ENSG00000197020,ENSG00000274746
23299	BICD2	GENE	
163223	ZNF676	GENE	hsa:163223,zinc finger protein 676,ENSG00000196109,ENSG00000276219
23291	FBXW11	GENE	hsa:23291,F-box and WD repeat domain containing 11,ENSG00000072803
23293	SMG6	GENE	hsa:23293,SMG6 nonsense mediated mRNA decay factor,ENSG00000070366
23295	MGRN1	GENE	hsa:23295,mahogunin ring finger 1,ENSG00000102858
152586	MGAT4D	GENE	hsa:152586,MGAT4 family member D,ENSG00000205301
11280	SCN11A	GENE	
11283	CYP4F8	GENE	hsa:11283,cytochrome P450 family 4 subfamily F member 8,ENSG00000186526
11282	MGAT4B	GENE	hsa:11282,alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B,ENSG00000161013,ENSG00000284501
11285	B4GALT7	GENE	hsa:11285,beta-1,4-galactosyltransferase 7,ENSG00000027847
163259	DENND2C	GENE	
11284	PNKP	GENE	
23265	EXOC7	GENE	hsa:23265,exocyst complex component 7,ENSG00000182473
163255	ZNF540	GENE	hsa:163255,zinc finger protein 540,ENSG00000171817
23268	DNMBP	GENE	
23269	MGA	GENE	
59269	HIVEP3	GENE	
23262	PPIP5K2	GENE	hsa:23262,diphosphoinositol pentakisphosphate kinase 2,ENSG00000145725
23263	MCF2L	GENE	
23279	NUP160	GENE	
59277	NTN4	GENE	
59272	ACE2	GENE	hsa:59272,angiotensin converting enzyme 2,ENSG00000130234
84219	WDR24	GENE	hsa:84219,WD repeat domain 24,ENSG00000127580
23275	POFUT2	GENE	
11261	CHP1	GENE	
11260	XPOT	GENE	
23243	ANKRD28	GENE	
200424	TET3	GENE	
23244	PDS5A	GENE	
23246	BOP1	GENE	
59283	CACNG8	GENE	hsa:59283,calcium voltage-gated channel auxiliary subunit gamma 8,ENSG00000142408
23248	RPRD2	GENE	
59285	CACNG6	GENE	hsa:59285,calcium voltage-gated channel auxiliary subunit gamma 6,ENSG00000130433
59284	CACNG7	GENE	hsa:59284,calcium voltage-gated channel auxiliary subunit gamma 7,ENSG00000105605
84246	MED10	GENE	
84248	FYTTD1	GENE	
11264	PXMP4	GENE	
84245	MRI1	GENE	hsa:84245,methylthioribose-1-phosphate isomerase 1,ENSG00000037757
11267	SNF8	GENE	
11274	USP18	GENE	
23254	KAZN	GENE	
23256	SCFD1	GENE	
23258	DENND5A	GENE	
23259	DDHD2	GENE	
84239	ATP13A4	GENE	
23250	ATP11A	GENE	
85569	GALP	GENE	hsa:85569,galanin like peptide,ENSG00000197487
23252	OTUD3	GENE	
84232	MAF1	GENE	
11275	KLHL2	GENE	
84231	TRAF7	GENE	
49861	CLDN20	GENE	hsa:49861,claudin 20,ENSG00000171217
11277	TREX1	GENE	hsa:11277,three prime repair exonuclease 1,ENSG00000213689
84230	LRRC8C	GENE	
23229	ARHGEF9	GENE	
11240	PADI2	GENE	
23221	RHOBTB2	GENE	
25885	POLR1A	GENE	
23224	SYNE2	GENE	
23225	NUP210	GENE	
hsa-miR-508-3p	hsa-miR-508-3p	MIRNA	
25888	ZNF473	GENE	hsa:25888,zinc finger protein 473,ENSG00000142528
25880	TMEM186	GENE	
84269	CHCHD5	GENE	
152559	PAQR3	GENE	
23220	DTX4	GENE	hsa:23220,deltex E3 ubiquitin ligase 4,ENSG00000110042
11243	PMF1	GENE	
84265	POLR3GL	GENE	
11245	GPR176	GENE	
84261	FBXW9	GENE	
11250	GPR45	GENE	
hsa-miR-449c-5p	hsa-miR-449c-5p	MIRNA	
11252	PACSIN2	GENE	
11251	PTGDR2	GENE	
25894	PLEKHG4	GENE	
25897	RNF19A	GENE	
25896	INTS7	GENE	
23235	SIK2	GENE	hsa:23235,salt inducible kinase 2,ENSG00000170145
23236	PLCB1	GENE	hsa:23236,phospholipase C beta 1,ENSG00000182621
23237	ARC	GENE	hsa:23237,activity regulated cytoskeleton associated protein,ENSG00000198576
25898	RCHY1	GENE	hsa:25898,ring finger and CHY zinc finger domain containing 1,ENSG00000163743
23239	PHLPP1	GENE	hsa:23239,PH domain and leucine rich repeat protein phosphatase 1,ENSG00000081913
3902	LAG3	GENE	
3906	LALBA	GENE	hsa:3906,lactalbumin alpha,ENSG00000167531
3908	LAMA2	GENE	hsa:3908,laminin subunit alpha 2,ENSG00000196569
84259	DCUN1D5	GENE	
3909	LAMA3	GENE	hsa:3909,laminin subunit alpha 3,ENSG00000053747
84254	CAMKK1	GENE	hsa:84254,calcium/calmodulin dependent protein kinase kinase 1,ENSG00000004660
11254	SLC6A14	GENE	
11253	MAN1B1	GENE	hsa:11253,mannosidase alpha class 1B member 1,ENSG00000177239
11255	HRH3	GENE	hsa:11255,histamine receptor H3,ENSG00000101180
11258	DCTN3	GENE	hsa:11258,dynactin subunit 3,ENSG00000137100
84251	SGIP1	GENE	
3913	LAMB2	GENE	hsa:3913,laminin subunit beta 2,ENSG00000172037
3914	LAMB3	GENE	hsa:3914,laminin subunit beta 3,ENSG00000196878
3915	LAMC1	GENE	hsa:3915,laminin subunit gamma 1,ENSG00000135862
3918	LAMC2	GENE	hsa:3918,laminin subunit gamma 2,ENSG00000058085
50831	TAS2R3	GENE	
hsa-miR-570-3p	hsa-miR-570-3p	MIRNA	
50833	TAS2R16	GENE	
3910	LAMA4	GENE	hsa:3910,laminin subunit alpha 4,ENSG00000112769
50832	TAS2R4	GENE	
3911	LAMA5	GENE	hsa:3911,laminin subunit alpha 5,ENSG00000130702
50835	TAS2R9	GENE	
3912	LAMB1	GENE	hsa:3912,laminin subunit beta 1,ENSG00000091136
50834	TAS2R1	GENE	
50837	TAS2R7	GENE	
50836	TAS2R8	GENE	
50839	TAS2R10	GENE	
50838	TAS2R13	GENE	
3925	STMN1	GENE	hsa:3925,stathmin 1,ENSG00000117632
hsa-miR-29a-3p	hsa-miR-29a-3p	MIRNA	
3929	LBP	GENE	hsa:3929,lipopolysaccharide binding protein,ENSG00000129988
50840	TAS2R14	GENE	
3920	LAMP2	GENE	hsa:3920,lysosomal associated membrane protein 2,ENSG00000005893
3921	RPSA	GENE	hsa:3921,ribosomal protein SA,ENSG00000168028
50846	DHH	GENE	hsa:50846,desert hedgehog signaling molecule,ENSG00000139549
50848	F11R	GENE	hsa:50848,F11 receptor,ENSG00000158769
3936	LCP1	GENE	
3937	LCP2	GENE	hsa:3937,lymphocyte cytosolic protein 2,ENSG00000043462
3938	LCT	GENE	hsa:3938,lactase,ENSG00000115850
3939	LDHA	GENE	hsa:3939,lactate dehydrogenase A,ENSG00000134333,ENSG00000288299
hsa-miR-518a-3p	hsa-miR-518a-3p	MIRNA	
3930	LBR	GENE	hsa:3930,lamin B receptor,ENSG00000143815
50852	TRAT1	GENE	
50855	PARD6A	GENE	hsa:50855,par-6 family cell polarity regulator alpha,ENSG00000102981
3931	LCAT	GENE	hsa:3931,lecithin-cholesterol acyltransferase,ENSG00000213398
3932	LCK	GENE	hsa:3932,LCK proto-oncogene, Src family tyrosine kinase,ENSG00000182866
3933	LCN1	GENE	
hsa-miR-548c-3p	hsa-miR-548c-3p	MIRNA	
3934	LCN2	GENE	hsa:3934,lipocalin 2,ENSG00000148346
50859	SPOCK3	GENE	
hsa-miR-7515	hsa-miR-7515	MIRNA	
223117	SEMA3D	GENE	hsa:223117,semaphorin 3D,ENSG00000153993
3948	LDHC	GENE	hsa:3948,lactate dehydrogenase C,ENSG00000166796
3949	LDLR	GENE	hsa:3949,low density lipoprotein receptor,ENSG00000130164
hsa-miR-29a-5p	hsa-miR-29a-5p	MIRNA	
50863	NTM	GENE	
2619	GAS1	GENE	hsa:2619,growth arrest specific 1,ENSG00000180447
2618	GART	GENE	hsa:2618,phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase,ENSG00000159131,ENSG00000262473
2617	GARS1	GENE	hsa:2617,glycyl-tRNA synthetase 1,ENSG00000106105
50865	HEBP1	GENE	
3945	LDHB	GENE	hsa:3945,lactate dehydrogenase B,ENSG00000111716
2615	LRRC32	GENE	hsa:2615,leucine rich repeat containing 32,ENSG00000137507
hsa-miR-519c-3p	hsa-miR-519c-3p	MIRNA	
hsa-miR-545-3p	hsa-miR-545-3p	MIRNA	
2625	GATA3	GENE	hsa:2625,GATA binding protein 3,ENSG00000107485
3958	LGALS3	GENE	
2624	GATA2	GENE	
2623	GATA1	GENE	
3959	LGALS3BP	GENE	
2622	GAS8	GENE	
2621	GAS6	GENE	hsa:2621,growth arrest specific 6,ENSG00000183087
2620	GAS2	GENE	
hsa-miR-518a-5p	hsa-miR-518a-5p	MIRNA	
3952	LEP	GENE	hsa:3952,leptin,ENSG00000174697
2629	GBA	GENE	hsa:2629,glucosylceramidase beta 1,ENSG00000177628,ENSG00000262446
3953	LEPR	GENE	hsa:3953,leptin receptor,ENSG00000116678
3954	LETM1	GENE	
2628	GATM	GENE	hsa:2628,glycine amidinotransferase,ENSG00000171766
2627	GATA6	GENE	
3955	LFNG	GENE	hsa:3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,ENSG00000106003
2626	GATA4	GENE	hsa:2626,GATA binding protein 4,ENSG00000136574,ENSG00000285109
3956	LGALS1	GENE	
1305	COL13A1	GENE	
2635	GBP3	GENE	
2634	GBP2	GENE	
1303	COL12A1	GENE	
2633	GBP1	GENE	
1302	COL11A2	GENE	
2632	GBE1	GENE	hsa:2632,1,4-alpha-glucan branching enzyme 1,ENSG00000114480
1301	COL11A1	GENE	
2631	NIPSNAP2	GENE	
